,Mission Date,Theater of Operations,lat1,long1,lat2,long2,year
115090,2/18/1942,CBI,16.907305,96.133222,22.866667,95.43333299999999,1942
115091,2/19/1942,PTO,-7.666666667,111.4,-8.8,115.4,1942
115092,2/19/1942,PTO,-7.977777778,112.62805559999998,-8.8,115.4,1942
115093,2/19/1942,PTO,-7.977777778,112.62805559999998,-8.8,115.4,1942
115094,2/19/1942,CBI,16.907305,96.133222,22.866667,95.43333299999999,1942
115095,2/19/1942,PTO,-7.666666667,111.4,-8.8,115.4,1942
115096,2/19/1942,PTO,-7.977777778,112.62805559999998,-8.8,115.4,1942
115098,2/19/1942,CBI,16.907305,96.133222,22.866667,95.43333299999999,1942
115099,2/19/1942,PTO,-7.977777778,112.62805559999998,-8.8,115.4,1942
115100,2/19/1942,PTO,-7.977777778,112.62805559999998,-8.8,115.4,1942
115101,2/20/1942,PTO,-7.977777778,112.62805559999998,-8.8,115.4,1942
115102,2/20/1942,PTO,-7.666666667,111.4,-8.8,115.4,1942
115103,2/20/1942,CBI,16.907305,96.133222,16.48333333,97.63333333,1942
115104,2/20/1942,CBI,16.907305,96.133222,17.85,96.966667,1942
115105,2/20/1942,CBI,16.907305,96.133222,17.217,97.23299999999999,1942
115106,2/21/1942,PTO,-7.666666667,111.4,-8.7481,115.1675,1942
115107,2/21/1942,PTO,-7.666666667,111.4,-8.7481,115.1675,1942
115108,2/21/1942,PTO,-7.766666667,110.3,-8.7481,115.1675,1942
115136,2/21/1942,CBI,16.907305,96.133222,17.217,97.23299999999999,1942
115137,2/21/1942,CBI,16.907305,96.133222,17.283333,97.06666700000001,1942
115138,2/22/1942,PTO,-7.977777778,112.62805559999998,-8.7481,115.1675,1942
115454,2/22/1942,CBI,16.907305,96.133222,17.217,97.23299999999999,1942
115455,2/23/1942,CBI,16.907305,96.133222,17.433332999999998,96.883333,1942
115456,2/24/1942,PTO,-7.666666667,111.4,-5.133333,119.41666699999999,1942
115457,2/24/1942,CBI,16.907305,96.133222,17.3,97.016667,1942
115458,2/25/1942,PTO,-7.977777778,112.62805559999998,-8.7481,115.1675,1942
115466,2/25/1942,PTO,-7.977777778,112.62805559999998,-8.7481,115.1675,1942
115467,2/25/1942,CBI,16.907305,96.133222,16.516667,97.6166,1942
115468,2/25/1942,CBI,16.907305,96.133222,16.48333333,97.63333333,1942
115489,2/26/1942,PTO,-7.977777778,112.62805559999998,-8.8,115.4,1942
115490,2/26/1942,PTO,-7.977777778,112.62805559999998,-8.8,115.4,1942
115491,2/26/1942,CBI,16.907305,96.133222,16.5,97.6167,1942
115492,2/27/1942,PTO,-7.977777778,112.62805559999998,-5.760203,109.23506499999999,1942
115493,2/27/1942,PTO,-7.666666667,111.4,-5.760203,109.23506499999999,1942
115494,2/27/1942,PTO,-7.766666667,110.3,-8.7481,115.1675,1942
115495,2/27/1942,PTO,-7.977777778,112.62805559999998,-5.760203,109.23506499999999,1942
115509,2/27/1942,PTO,-7.977777778,112.62805559999998,-5.760203,109.23506499999999,1942
115510,2/27/1942,CBI,16.907305,96.133222,15.3,97.867,1942
115511,2/27/1942,CBI,16.907305,96.133222,18.7,96.416667,1942
115512,2/28/1942,PTO,-7.666666667,111.4,-5.760203,109.23506499999999,1942
115514,2/28/1942,PTO,-7.666666667,111.4,-5.760203,109.23506499999999,1942
115515,2/28/1942,CBI,16.907305,96.133222,17.9167,96.9,1942
115516,3/1/1942,PTO,-7.666666667,111.4,-5.760203,109.23506499999999,1942
115517,3/1/1942,PTO,-7.766666667,110.3,-8.8,115.4,1942
115519,3/1/1942,CBI,16.907305,96.133222,17.5,96.7667,1942
115524,3/2/1942,CBI,16.907305,96.133222,24.166667,94.583333,1942
115525,3/2/1942,CBI,16.907305,96.133222,17.4667,96.6833,1942
115537,3/3/1942,CBI,16.907305,96.133222,17.217,97.23299999999999,1942
115538,3/4/1942,CBI,16.907305,96.133222,24.2,94.51700000000001,1942
115539,3/4/1942,CBI,16.907305,96.133222,19.183332999999998,94.883333,1942
115718,4/30/1945,PTO,-6.244444,155.38388899999998,-6.7,155.81666669999998,1945
115841,3/5/1942,CBI,16.907305,96.133222,17.4667,96.6833,1942
115842,3/5/1942,CBI,16.907305,96.133222,16.666667,95.31666700000001,1942
115845,3/6/1942,CBI,16.907305,96.133222,21.983333,95.533333,1942
115846,3/6/1942,CBI,16.907305,96.133222,19.05,94.8666,1942
115930,3/9/1942,CBI,20.1656,94.9414,16.5,97.6167,1942
116264,3/11/1942,CBI,20.1656,94.9414,17.866666,96.73333000000001,1942
116278,3/12/1942,CBI,20.1656,94.9414,17.06666667,96.11666667,1942
116279,3/12/1942,CBI,20.1656,94.9414,16.63333333,96.86666667,1942
116307,3/13/1942,CBI,20.1656,94.9414,16.907304999999997,96.133222,1942
116308,3/13/1942,CBI,20.1656,94.9414,16.769211,96.158739,1942
116314,3/14/1942,CBI,20.1656,94.9414,16.907304999999997,96.133222,1942
116320,3/16/1942,CBI,20.1656,94.9414,16.7833,96.15,1942
116321,3/16/1942,CBI,20.1656,94.9414,17.1167,96.0667,1942
116325,3/17/1942,CBI,20.1656,94.9414,17.1167,96.0667,1942
116338,3/21/1942,CBI,20.1656,94.9414,16.907304999999997,96.133222,1942
116339,3/22/1942,CBI,20.1656,94.9414,16.907304999999997,96.133222,1942
116385,5/30/1944,MTO,41.115481,14.176319,41.9,12.47,1944
116392,5/30/1944,MTO,41.115481,14.176319,41.9,12.47,1944
116403,5/30/1944,MTO,41.115481,14.176319,41.9,12.47,1944
116407,5/30/1944,MTO,41.115481,14.176319,41.9,12.47,1944
116936,5/2/1945,PTO,-6.244444,155.38388899999998,-6.8,155.7833333,1945
117115,4/2/1942,CBI,23.631111,86.975,11.684045,92.735339,1942
117116,4/2/1942,CBI,23.631111,86.975,11.684045,92.735339,1942
117117,4/3/1942,CBI,23.631111,86.975,16.769211,96.158739,1942
117537,4/9/1942,CBI,6.905,79.8639,10.922191,82.23645,1942
117611,5/31/1944,MTO,41.115481,14.176319,45.38,11.38,1944
117623,5/31/1944,MTO,41.115481,14.176319,41.72,12.7,1944
117624,5/31/1944,MTO,41.115481,14.176319,41.9,12.47,1944
117629,5/31/1944,MTO,41.115481,14.176319,41.72,12.7,1944
117645,5/3/1945,PTO,-6.244444,155.38388899999998,-6.8,155.7833333,1945
118090,5/4/1945,PTO,-6.244444,155.38388899999998,-5.8666666670000005,155.2333333,1945
118091,5/4/1945,PTO,-6.244444,155.38388899999998,-6.8,155.7833333,1945
118245,4/12/1942,CBI,20.132708,92.872628,16.93,96.32009000000001,1942
118249,4/13/1942,CBI,20.132708,92.872628,19.7167,95.1667,1942
118286,4/14/1942,CBI,20.132708,92.872628,11.684045,92.735339,1942
118331,4/16/1942,CBI,22.654722,88.446667,16.769211,96.158739,1942
118427,6/1/1944,MTO,41.115481,14.176319,41.9,12.47,1944
118576,4/17/1942,CBI,20.132708,92.872628,19.38,95.23,1942
118577,4/17/1942,CBI,20.132708,92.872628,20.016667,95.166667,1942
118578,4/17/1942,CBI,20.132708,92.872628,19.7167,95.1667,1942
118579,4/18/1942,PTO,35.71666667,153.41666669999998,35.583333,139.75,1942
118580,4/18/1942,PTO,35.71666667,153.41666669999998,35.583333,139.75,1942
118581,4/18/1942,PTO,35.71666667,153.41666669999998,35.583333,139.75,1942
118582,4/18/1942,PTO,35.71666667,153.41666669999998,35.466667,139.7,1942
118583,4/18/1942,PTO,35.71666667,153.41666669999998,35.466667,139.7,1942
118584,4/18/1942,PTO,35.71666667,153.41666669999998,35.466667,139.7,1942
118585,4/18/1942,PTO,35.71666667,153.41666669999998,35.72296088,139.7991542,1942
118586,4/18/1942,PTO,35.71666667,153.41666669999998,35.72296088,139.79897069999998,1942
118587,4/18/1942,PTO,35.71666667,153.41666669999998,35.72296088,139.7987691,1942
118588,4/18/1942,PTO,35.71666667,153.41666669999998,35.72296088,139.75,1942
118589,4/18/1942,PTO,35.71666667,153.41666669999998,35.72296088,139.75,1942
118590,4/18/1942,PTO,35.71666667,153.41666669999998,35.72296088,139.75,1942
118591,4/18/1942,PTO,35.71666667,153.41666669999998,35.72296088,139.75,1942
118592,4/18/1942,PTO,35.71666667,153.41666669999998,35.72296088,139.7361194,1942
118593,4/18/1942,PTO,35.71666667,153.41666669999998,35.72296088,139.7203378,1942
118594,4/18/1942,PTO,35.71666667,153.41666669999998,35.62423707,139.7361194,1942
118595,4/18/1942,PTO,35.71666667,153.41666669999998,35.465408000000004,139.622253,1942
118596,4/18/1942,PTO,35.71666667,153.41666669999998,35.465408000000004,139.622253,1942
118597,4/18/1942,PTO,35.71666667,153.41666669999998,35.465408000000004,139.622253,1942
118598,4/18/1942,PTO,35.71666667,153.41666669999998,35.583333,139.75,1942
118599,4/18/1942,PTO,35.71666667,153.41666669999998,35.57873951,139.7212022,1942
118600,4/18/1942,PTO,35.71666667,153.41666669999998,35.583333,139.746283,1942
118601,4/18/1942,PTO,35.71666667,153.41666669999998,35.583333,139.75,1942
118602,4/18/1942,PTO,35.71666667,153.41666669999998,35.583333,139.75,1942
118603,4/18/1942,PTO,35.71666667,153.41666669999998,35.583333,139.75,1942
118604,4/18/1942,PTO,35.71666667,153.41666669999998,34.67922,135.17821999999998,1942
118605,4/18/1942,PTO,35.71666667,153.41666669999998,34.67922,135.17821999999998,1942
118606,4/18/1942,PTO,35.71666667,153.41666669999998,34.67922,135.17821999999998,1942
118608,4/18/1942,PTO,35.71666667,153.41666669999998,35.583333,139.75,1942
118609,4/18/1942,PTO,35.71666667,153.41666669999998,35.583333,139.75,1942
118610,4/18/1942,PTO,35.71666667,153.41666669999998,35.57873951,139.7212022,1942
118611,4/18/1942,PTO,35.71666667,153.41666669999998,35.583333,139.75,1942
118612,4/18/1942,PTO,35.71666667,153.41666669999998,35.466667,139.7,1942
118613,4/18/1942,PTO,35.71666667,153.41666669999998,35.18150678,136.9045304,1942
118614,4/18/1942,PTO,35.71666667,153.41666669999998,35.13177908,136.8445605,1942
118615,4/18/1942,PTO,35.71666667,153.41666669999998,35.13177908,136.8445605,1942
118616,4/18/1942,PTO,35.71666667,153.41666669999998,35.13177908,136.8445605,1942
118617,4/18/1942,PTO,35.71666667,153.41666669999998,35.72312836,139.79867180000002,1942
118618,4/18/1942,PTO,35.71666667,153.41666669999998,35.72296088,139.7312992,1942
118619,4/18/1942,PTO,35.71666667,153.41666669999998,35.72296088,139.7215794,1942
118620,4/18/1942,PTO,35.71666667,153.41666669999998,35.71655256,139.7455668,1942
118621,4/18/1942,PTO,35.71666667,153.41666669999998,35.71505573,139.7397898,1942
118622,4/18/1942,PTO,35.71666667,153.41666669999998,35.72296088,139.7361194,1942
118623,4/18/1942,PTO,35.71666667,153.41666669999998,35.465408000000004,139.622253,1942
118624,4/18/1942,PTO,35.71666667,153.41666669999998,35.583333,139.746283,1942
118625,4/18/1942,PTO,35.71666667,153.41666669999998,34.6680866,135.16762,1942
118626,4/18/1942,PTO,35.71666667,153.41666669999998,34.65956824,135.1581664,1942
118627,4/18/1942,PTO,35.71666667,153.41666669999998,34.68435815,135.1988814,1942
118628,4/18/1942,PTO,35.71666667,153.41666669999998,34.68446191,135.19949880000001,1942
118629,4/18/1942,PTO,35.71666667,153.41666669999998,34.67922,135.17821999999998,1942
118631,4/18/1942,CBI,20.132708,92.872628,20.16666667,94.91666667,1942
118632,4/18/1942,CBI,20.132708,92.872628,11.684045,92.735339,1942
118637,4/19/1942,CBI,20.132708,92.872628,19.38,95.23,1942
118685,12/7/1944,MTO,43.658,10.618247,41.47,13.88,1944
118747,6/1/1944,MTO,41.115481,14.176319,41.83,12.87,1944
118761,6/1/1944,MTO,41.115481,14.176319,41.07,12.67,1944
118762,6/1/1944,MTO,41.115481,14.176319,41.83,12.87,1944
118763,6/1/1944,MTO,41.115481,14.176319,41.67,12.67,1944
118764,6/1/1944,MTO,41.115481,14.176319,41.97,12.8,1944
118940,4/20/1942,CBI,20.132708,92.872628,16.8152,94.7799,1942
118997,4/24/1942,CBI,20.132708,92.872628,22.95,97.65,1942
118998,4/24/1942,CBI,20.132708,92.872628,18.466667,94.366667,1942
119026,4/25/1942,CBI,20.132708,92.872628,21.8,97.583333,1942
119192,6/2/1944,MTO,40.838125,14.349381,38.02,14.35,1944
119200,6/2/1944,MTO,41.115481,14.176319,41.97,12.8,1944
119210,6/2/1944,MTO,41.115481,14.176319,41.07,12.67,1944
119211,6/2/1944,MTO,41.115481,14.176319,41.97,12.8,1944
119212,6/2/1944,MTO,41.115481,14.176319,41.9,12.47,1944
119213,6/2/1944,MTO,41.115481,14.176319,41.82,12.92,1944
119215,6/2/1944,MTO,41.115481,14.176319,41.77,12.65,1944
119216,6/2/1944,MTO,41.115481,14.176319,45.0,11.0,1944
119217,6/2/1944,MTO,41.115481,14.176319,45.13,9.12,1944
119421,4/29/1942,CBI,22.654722,88.446667,16.769211,96.158739,1942
119751,5/1/1942,CBI,20.132708,92.872628,20.16666667,94.91666667,1942
119752,5/1/1942,CBI,20.132708,92.872628,20.458261,94.873181,1942
119756,5/3/1942,CBI,22.654722,88.446667,16.769211,96.158739,1942
119776,5/3/1942,CBI,20.132708,92.872628,23.213333,94.318333,1942
119810,5/4/1942,CBI,22.654722,88.446667,16.769211,96.158739,1942
119813,5/4/1942,CBI,20.132708,92.872628,15.833332999999998,95.1,1942
119838,5/5/1942,CBI,22.654722,88.446667,16.907304999999997,96.133222,1942
119839,5/5/1942,CBI,20.132708,92.872628,22.116667,95.133333,1942
120098,5/9/1945,PTO,-6.244444,155.38388899999998,-5.416666667,154.7,1945
120140,5/5/1942,CBI,20.132708,92.872628,20.15,92.9,1942
120141,5/5/1942,CBI,20.132708,92.872628,20.132707999999997,92.872628,1942
120180,5/6/1942,CBI,22.654722,88.446667,16.907304999999997,96.133222,1942
120223,5/9/1942,CBI,22.654722,88.446667,16.907304999999997,96.133222,1942
120224,5/9/1942,CBI,20.132708,92.872628,20.16666667,94.91666667,1942
120228,5/10/1942,CBI,20.132708,92.872628,20.16666667,94.91666667,1942
120229,5/11/1942,CBI,23.035,91.39361099999999,20.132707999999997,92.872628,1942
120231,5/11/1942,CBI,23.035,91.39361099999999,20.132707999999997,92.872628,1942
120232,5/12/1942,CBI,22.654722,88.446667,25.383611,97.351667,1942
120235,5/13/1942,CBI,22.654722,88.446667,25.383611,97.351667,1942
120238,5/13/1942,CBI,23.035,91.39361099999999,17.9167,96.9,1942
120239,5/13/1942,CBI,23.035,91.39361099999999,20.132707999999997,92.872628,1942
120525,5/10/1945,PTO,-6.244444,155.38388899999998,-5.416666667,154.7,1945
120540,5/13/1942,CBI,23.035,91.39361099999999,20.132707999999997,92.872628,1942
120541,5/14/1942,CBI,22.654722,88.446667,25.383611,97.351667,1942
120543,5/14/1942,CBI,22.654722,88.446667,25.383611,97.351667,1942
120546,5/14/1942,CBI,23.035,91.39361099999999,23.35,94.416667,1942
120547,5/14/1942,CBI,23.035,91.39361099999999,20.16666667,94.91666667,1942
120548,5/15/1942,CBI,23.035,91.39361099999999,20.132707999999997,92.872628,1942
120549,5/16/1942,CBI,22.654722,88.446667,25.383611,97.351667,1942
120553,5/16/1942,CBI,22.654722,88.446667,25.383611,97.351667,1942
120556,5/16/1942,CBI,23.035,91.39361099999999,20.132707999999997,92.872628,1942
120557,5/16/1942,CBI,23.035,91.39361099999999,20.16666667,94.91666667,1942
120562,5/17/1942,CBI,23.035,91.39361099999999,23.2,94.3,1942
120563,5/18/1942,CBI,23.035,91.39361099999999,24.166667,94.583333,1942
120564,5/18/1942,CBI,23.035,91.39361099999999,20.15,92.9,1942
120586,5/19/1942,CBI,23.035,91.39361099999999,20.132707999999997,92.872628,1942
120587,5/19/1942,CBI,23.035,91.39361099999999,20.132707999999997,92.872628,1942
120591,5/20/1942,CBI,23.035,91.39361099999999,20.25,92.7667,1942
120592,5/20/1942,CBI,23.035,91.39361099999999,23.213333,94.318333,1942
120595,5/21/1942,CBI,23.035,91.39361099999999,20.132707999999997,92.872628,1942
120604,5/22/1942,CBI,23.035,91.39361099999999,20.25,92.7667,1942
120605,5/22/1942,CBI,23.035,91.39361099999999,20.132707999999997,92.872628,1942
120610,5/23/1942,CBI,23.035,91.39361099999999,20.132707999999997,92.872628,1942
120611,5/23/1942,CBI,23.035,91.39361099999999,18.616667,95.833333,1942
120612,5/23/1942,CBI,23.035,91.39361099999999,23.213333,94.318333,1942
120615,5/24/1942,CBI,23.035,91.39361099999999,24.166667,94.583333,1942
120617,5/25/1942,CBI,22.654722,88.446667,16.907304999999997,96.133222,1942
120619,5/25/1942,CBI,22.654722,88.446667,16.769211,96.158739,1942
120621,5/25/1942,CBI,23.035,91.39361099999999,24.166667,94.583333,1942
120622,5/25/1942,CBI,23.035,91.39361099999999,23.2,94.3,1942
120623,5/25/1942,CBI,23.035,91.39361099999999,20.15,92.9,1942
120631,5/27/1942,CBI,23.035,91.39361099999999,20.132707999999997,92.872628,1942
120632,5/27/1942,CBI,23.035,91.39361099999999,20.15,92.9,1942
120633,5/27/1942,CBI,23.035,91.39361099999999,23.2,94.3,1942
120634,5/28/1942,CBI,22.654722,88.446667,16.907304999999997,96.133222,1942
120639,5/28/1942,CBI,23.035,91.39361099999999,23.213333,94.318333,1942
120764,6/3/1944,MTO,41.115481,14.176319,41.9,12.47,1944
120790,6/3/1944,MTO,41.115481,14.176319,42.27,12.4,1944
120791,6/3/1944,MTO,41.115481,14.176319,41.9,12.47,1944
120799,6/3/1944,MTO,41.115481,14.176319,44.0,9.33,1944
120920,5/11/1945,PTO,-6.244444,155.38388899999998,-6.7,155.7166667,1945
120940,5/29/1942,CBI,22.654722,88.446667,16.907304999999997,96.133222,1942
120954,5/29/1942,CBI,23.035,91.39361099999999,23.18333333,94.06666667,1942
120955,5/30/1942,CBI,22.654722,88.446667,25.383611,97.351667,1942
120996,5/30/1942,CBI,23.035,91.39361099999999,23.213333,94.318333,1942
121007,5/31/1942,CBI,23.035,91.39361099999999,23.2,94.3,1942
121008,6/1/1942,CBI,22.654722,88.446667,16.769211,96.158739,1942
121313,6/3/1942,PTO,28.21105,-177.32861100000002,27.171933000000003,173.41361799999999,1942
121314,6/3/1942,PTO,28.21105,-177.32861100000002,27.171933000000003,173.41361799999999,1942
121316,6/3/1942,PTO,28.21105,-177.32861100000002,27.171933000000003,173.41361799999999,1942
121318,6/3/1942,PTO,28.21105,-177.32861100000002,27.171933000000003,173.41361799999999,1942
121644,6/3/1942,CBI,27.537778,95.269444,22.90164,95.678936,1942
121645,6/4/1942,PTO,28.21105,-177.32861100000002,30.190316999999997,-179.258863,1942
121646,6/4/1942,PTO,28.21105,-177.32861100000002,30.599849,-178.626485,1942
121647,6/4/1942,PTO,28.21105,-177.32861100000002,29.927490000000002,-178.713962,1942
121648,6/4/1942,PTO,28.21105,-177.32861100000002,29.927490000000002,-178.713962,1942
121649,6/4/1942,PTO,28.21105,-177.32861100000002,29.927490000000002,-178.713962,1942
121650,6/4/1942,PTO,28.21105,-177.32861100000002,29.927490000000002,-178.713962,1942
121651,6/4/1942,PTO,28.21105,-177.32861100000002,29.927490000000002,-178.713962,1942
121652,6/4/1942,PTO,21.3338889,-157.94833300000002,30.343734,-178.652927,1942
121653,6/4/1942,PTO,28.21105,-177.32861100000002,29.927490000000002,-178.713962,1942
121655,6/4/1942,PTO,21.3338889,-157.94833300000002,30.343734,-178.652927,1942
121656,6/4/1942,PTO,28.21105,-177.32861100000002,30.599849,-178.626485,1942
121670,6/4/1942,CBI,22.654722,88.446667,16.769211,96.158739,1942
121672,6/5/1942,PTO,28.21105,-177.32861100000002,30.294027000000003,178.313736,1942
121673,6/5/1942,PTO,28.21105,-177.32861100000002,30.294027000000003,178.313736,1942
121674,6/5/1942,PTO,28.21105,-177.32861100000002,27.979351,-179.451285,1942
121675,6/5/1942,PTO,28.21105,-177.32861100000002,27.979351,-179.451285,1942
121676,6/5/1942,PTO,28.21105,-177.32861100000002,32.819748,177.997624,1942
121677,6/5/1942,PTO,28.21105,-177.32861100000002,32.819748,177.997624,1942
122005,6/4/1944,MTO,40.838125,14.349381,39.27,16.25,1944
122017,6/4/1944,MTO,41.115481,14.176319,42.2,12.72,1944
122020,6/4/1944,MTO,41.115481,14.176319,42.2,12.72,1944
122029,6/4/1944,MTO,41.115481,14.176319,45.33,11.33,1944
122093,6/12/1942,MTO,30.31666667,32.3,44.96,26.02,1942
122101,6/15/1942,MTO,30.31666667,32.3,35.81,18.45,1942
122496,6/21/1942,MTO,30.31666667,32.3,32.11,20.05,1942
122535,6/24/1942,MTO,30.31666667,32.3,32.11,20.05,1942
122845,6/25/1942,MTO,30.31666667,32.3,32.04,23.95,1942
123284,6/28/1942,MTO,30.31666667,32.3,32.04,23.95,1942
123294,6/29/1942,MTO,30.31666667,32.3,32.04,23.95,1942
123324,7/1/1942,MTO,32.009444,34.882778,32.04,23.95,1942
123325,11/25/1942,CBI,26.905278,112.627778,30.581179,114.27259699999999,1942
123331,7/2/1942,MTO,32.009444,34.882778,32.04,23.95,1942
123332,7/20/1942,CBI,26.905278,112.627778,30.581179,114.27259699999999,1942
123333,7/2/1942,MTO,32.009444,34.882778,32.04,23.95,1942
123591,6/5/1944,MTO,40.838125,14.349381,39.27,16.25,1944
123592,6/5/1944,MTO,41.115481,14.176319,42.47,12.4,1944
123665,12/27/1942,CBI,26.905278,112.627778,28.635713,115.930012,1942
123666,7/3/1942,MTO,32.009444,34.882778,32.04,23.95,1942
123668,7/3/1942,MTO,32.009444,34.882778,32.04,23.95,1942
123687,1/1/1943,CBI,26.905278,112.627778,23.133333,113.31666659999999,1943
123688,7/4/1942,MTO,32.009444,34.882778,34.0,0.03,1942
123699,7/5/1942,MTO,32.009444,34.882778,32.11,20.05,1942
123702,8/8/1942,CBI,25.218056,110.03916699999999,23.133333,113.31666659999999,1942
123705,7/7/1942,CBI,27.537778,95.269444,25.383611,97.351667,1942
123706,7/7/1942,CBI,27.537778,95.269444,25.360851,96.997051,1942
123707,7/8/1942,MTO,32.009444,34.882778,32.11,20.05,1942
123708,7/8/1942,MTO,32.009444,34.882778,32.11,20.05,1942
123709,12/12/1942,CBI,24.992222,102.74333299999999,24.5,101.5,1942
123710,7/8/1942,CBI,27.537778,95.269444,25.360851,96.997051,1942
123711,7/8/1942,CBI,27.537778,95.269444,25.383611,97.351667,1942
123739,7/9/1942,MTO,32.009444,34.882778,33.0,20.0,1942
124042,7/11/1942,MTO,32.009444,34.882778,32.11,20.05,1942
124043,7/11/1942,MTO,32.009444,34.882778,32.11,20.05,1942
124058,7/13/1942,MTO,32.009444,34.882778,32.11,20.05,1942
124059,7/13/1942,MTO,32.009444,34.882778,32.04,23.95,1942
124084,7/15/1942,MTO,32.009444,34.882778,32.04,23.95,1942
124085,7/15/1942,MTO,32.009444,34.882778,32.11,20.05,1942
124102,7/2/1942,CBI,26.905278,112.627778,30.581179,114.27259699999999,1942
124103,7/17/1942,MTO,32.009444,34.882778,31.75,25.09,1942
124104,7/17/1942,MTO,32.009444,34.882778,32.27,23.07,1942
124115,7/6/1942,CBI,25.218056,110.03916699999999,23.133333,113.31666659999999,1942
124119,7/19/1942,MTO,32.009444,34.882778,32.04,23.95,1942
124440,3/3/1943,CBI,26.905278,112.627778,26.074507999999998,119.296494,1943
124441,7/20/1942,MTO,32.009444,34.882778,32.04,23.95,1942
124442,8/11/1942,CBI,26.905278,112.627778,29.738056,115.987222,1942
124443,7/20/1942,CBI,26.905278,112.627778,29.738056,115.987222,1942
124451,7/21/1942,MTO,32.009444,34.882778,35.49,24.07,1942
124500,7/22/1942,MTO,32.009444,34.882778,32.04,23.95,1942
124501,7/22/1942,CBI,27.537778,95.269444,25.383611,97.351667,1942
124503,7/22/1942,CBI,27.537778,95.269444,25.438527,97.305745,1942
124512,7/23/1942,MTO,32.009444,34.882778,32.04,23.95,1942
124516,7/23/1942,MTO,32.009444,34.882778,32.11,20.05,1942
124808,6/6/1944,MTO,41.115481,14.176319,42.5,12.52,1944
124821,6/6/1944,MTO,41.115481,14.176319,45.67,11.0,1944
124853,7/23/1942,CBI,27.537778,95.269444,24.231264000000003,96.302247,1942
124864,7/25/1942,MTO,32.009444,34.882778,32.04,23.95,1942
124866,7/25/1942,MTO,32.009444,34.882778,32.04,23.95,1942
125289,7/28/1942,MTO,32.009444,34.882778,35.49,24.07,1942
125290,7/28/1942,CBI,27.537778,95.269444,25.383611,97.351667,1942
125293,7/28/1942,CBI,27.537778,95.269444,24.183332999999998,96.35,1942
125333,7/29/1942,CBI,27.537778,95.269444,23.75,95.6666,1942
125335,7/29/1942,CBI,27.537778,95.269444,24.0,95.83333333,1942
125672,7/30/1942,MTO,32.009444,34.882778,32.04,23.95,1942
125686,7/30/1942,MTO,32.666603,35.183325,31.33,27.2,1942
125687,7/31/1942,MTO,32.009444,34.882778,36.9,21.68,1942
125727,8/1/1942,CBI,27.537778,95.269444,24.183332999999998,96.35,1942
125732,8/1/1942,CBI,27.537778,95.269444,25.30849,96.940701,1942
125733,8/1/1942,MTO,35.8596,14.4792,36.9,21.68,1942
126043,8/2/1942,CBI,27.537778,95.269444,23.90164,95.678936,1942
126044,8/2/1942,MTO,32.009444,34.882778,33.83,22.5,1942
126045,8/2/1942,MTO,32.009444,34.882778,33.83,22.5,1942
126048,8/2/1942,CBI,27.537778,95.269444,25.30849,96.940701,1942
126049,8/2/1942,CBI,27.537778,95.269444,24.183332999999998,96.35,1942
126051,8/2/1942,MTO,32.95,35.1,32.04,23.95,1942
126059,8/2/1942,MTO,32.666603,35.183325,31.33,27.2,1942
126060,8/2/1942,MTO,32.666603,35.183325,32.04,23.95,1942
126061,7/19/1942,CBI,22.6081,108.1722,19.272116,110.584387,1942
126062,8/4/1942,MTO,30.31666667,32.3,32.04,23.95,1942
126063,8/4/1942,MTO,30.31666667,32.3,32.04,23.95,1942
126088,8/4/1942,MTO,32.666603,35.183325,35.49,24.07,1942
126089,8/5/1942,MTO,32.009444,34.882778,34.0,0.03,1942
126106,8/6/1942,CBI,27.537778,95.269444,25.30849,96.940701,1942
126107,8/6/1942,MTO,32.009444,34.882778,32.04,23.95,1942
126108,7/4/1942,CBI,26.905278,112.627778,23.133333,113.31666659999999,1942
126111,8/6/1942,CBI,26.905278,112.627778,23.133333,113.31666659999999,1942
126116,8/6/1942,MTO,32.95,35.1,32.04,23.95,1942
126455,8/8/1942,CBI,27.537778,95.269444,25.13333333,96.71666667,1942
126458,8/6/1942,CBI,26.905278,112.627778,23.133333,113.31666659999999,1942
126464,7/1/1942,CBI,22.6081,108.1722,20.866714,106.657154,1942
126465,8/9/1942,MTO,32.95,35.1,32.04,23.95,1942
126498,8/9/1942,MTO,32.666603,35.183325,32.11,20.05,1942
126503,8/10/1942,CBI,22.654722,88.446667,13.283418,93.083249,1942
126511,10/10/1942,CBI,26.905278,112.627778,29.45,113.05,1942
126513,8/11/1942,MTO,35.8596,14.4792,36.9,21.68,1942
126537,8/11/1942,MTO,32.666603,35.183325,31.33,27.2,1942
126538,8/11/1942,MTO,32.666603,35.183325,36.9,21.68,1942
126868,8/14/1942,MTO,32.666603,35.183325,32.04,23.95,1942
126869,8/15/1942,EAST AFRICA,31.833333,34.8166667,34.87,22.5,1942
126889,8/15/1942,MTO,32.666603,35.183325,35.0,19.5,1942
126891,8/16/1942,MTO,30.41666667,32.33333333,31.33,27.2,1942
126895,8/16/1942,MTO,35.8596,14.4792,37.47,15.06,1942
126896,8/16/1942,MTO,35.8596,14.4792,37.47,15.06,1942
127248,8/19/1942,MTO,31.833333,34.8166667,32.17,24.04,1942
127249,8/19/1942,MTO,31.833333,34.8166667,32.04,23.95,1942
127264,8/21/1942,EAST AFRICA,31.833333,34.8166667,33.87,24.62,1942
