,Mission Date,Theater of Operations,lat1,long1,lat2,long2,year
137702,1/8/1943,MTO,30.572664,32.095341999999995,37.3,9.85,1943
137718,1/8/1943,MTO,31.86666667,24.41805556,32.9,132.07,1943
137719,1/8/1943,MTO,31.86666667,24.41805556,32.88,13.23,1943
137720,8/30/1942,CBI,24.992222,102.74333299999999,24.25,97.23333333,1942
138047,1/8/1943,MTO,30.31666667,32.3,37.3,9.85,1943
138083,1/8/1943,CBI,24.992222,102.74333299999999,24.25,97.23333333,1943
138093,1/10/1943,MTO,30.18333333,32.53333333,32.88,13.18,1943
138094,1/10/1943,MTO,30.18333333,32.53333333,32.37,15.13,1943
138107,1/10/1943,CBI,22.466803,86.7107,21.876687,95.996137,1943
138108,1/10/1943,CBI,22.466803,86.7107,22.03333333,96.46666667,1943
138112,1/11/1943,MTO,30.572664,32.095341999999995,40.84,14.28,1943
138115,1/11/1943,MTO,31.86666667,24.41805556,35.65,14.27,1943
138116,1/11/1943,MTO,31.86666667,24.41805556,32.37,15.13,1943
138130,1/12/1943,MTO,30.31666667,32.3,35.49,24.07,1943
138132,1/13/1943,MTO,30.18333333,32.53333333,35.65,14.27,1943
138133,1/13/1943,MTO,30.18333333,32.53333333,32.37,15.13,1943
138189,6/15/1944,MTO,41.799444,12.597222,43.33,10.33,1944
138195,6/15/1944,MTO,41.799444,12.597222,44.0,9.33,1944
138484,1/13/1943,MTO,30.31666667,32.3,32.92,13.08,1943
138495,1/14/1943,MTO,31.86666667,24.41805556,32.37,15.13,1943
138496,1/14/1943,MTO,31.86666667,24.41805556,32.88,13.18,1943
138497,1/14/1943,MTO,30.701947,12.483989,31.45,15.26,1943
138498,1/14/1943,MTO,30.701947,12.483989,31.45,15.26,1943
138531,1/9/1943,CBI,24.992222,102.74333299999999,24.25,97.23333333,1943
138856,1/15/1943,MTO,30.31666667,32.3,32.92,13.08,1943
138857,1/15/1943,CBI,24.74444,84.951111,16.63333333,96.86666667,1943
138860,1/16/1943,MTO,30.572664,32.095341999999995,32.92,13.08,1943
138870,10/29/1942,CBI,24.992222,102.74333299999999,22.90164,95.678936,1942
138888,1/16/1943,CBI,24.74444,84.951111,16.63333333,96.86666667,1943
138919,1/17/1943,CBI,22.466803,86.7107,22.03333333,96.46666667,1943
138920,1/17/1943,CBI,22.466803,86.7107,22.03333333,96.46666667,1943
138932,1/18/1943,MTO,30.31666667,32.3,32.92,13.08,1943
138933,1/18/1943,MTO,30.31666667,32.3,32.92,13.08,1943
138935,1/19/1943,MTO,30.701947,12.483989,32.67,13.16,1943
138939,1/19/1943,MTO,30.701947,12.483989,32.67,13.16,1943
139254,1/19/1943,CBI,24.74444,84.951111,20.85,96.05,1943
139255,1/19/1943,CBI,23.646067,87.347661,16.766667,94.716667,1943
139257,1/20/1943,MTO,30.572664,32.095341999999995,32.92,13.08,1943
139260,1/20/1943,MTO,30.701947,12.483989,32.75,12.67,1943
139261,1/20/1943,MTO,30.701947,12.483989,32.76,12.64,1943
139279,1/20/1943,MTO,30.31666667,32.3,32.92,13.08,1943
139331,1/22/1943,MTO,30.701947,12.483989,33.35,10.51,1943
139332,1/22/1943,MTO,30.701947,12.483989,33.35,10.51,1943
139386,6/16/1944,MTO,41.799444,12.597222,43.0,10.67,1944
139408,6/16/1944,MTO,41.799444,12.597222,43.33,10.75,1944
139578,1/23/1943,MTO,30.701947,12.483989,33.35,10.51,1943
139636,1/23/1943,MTO,30.31666667,32.3,38.13,13.36,1943
139637,1/23/1943,MTO,30.572664,32.095341999999995,40.84,14.28,1943
139954,1/24/1943,MTO,30.701947,12.483989,33.35,10.51,1943
139963,1/24/1943,CBI,24.74444,84.951111,16.769211,96.158739,1943
139975,1/25/1943,CBI,22.466803,86.7107,21.876687,95.996137,1943
139998,1/26/1943,MTO,30.31666667,32.3,40.84,14.28,1943
140002,1/26/1943,CBI,22.466803,86.7107,21.977222,96.085833,1943
140374,1/28/1943,CBI,24.74444,84.951111,16.769211,96.158739,1943
140436,1/30/1943,MTO,30.31666667,32.3,38.19,15.57,1943
140437,1/30/1943,MTO,30.31666667,32.3,38.19,15.57,1943
140746,1/31/1943,MTO,30.572664,32.095341999999995,38.19,15.57,1943
140760,1/31/1943,MTO,30.31666667,32.3,38.19,15.57,1943
140773,2/1/1943,CBI,24.74444,84.951111,16.769211,96.158739,1943
140774,2/1/1943,CBI,24.74444,84.951111,11.684045,92.735339,1943
140802,2/3/1943,MTO,30.572664,32.095341999999995,38.19,15.57,1943
141151,2/3/1943,MTO,30.31666667,32.3,38.19,15.57,1943
141209,2/4/1943,CBI,23.08,87.32,21.876687,95.996137,1943
141210,2/4/1943,CBI,22.466803,86.7107,21.876687,95.996137,1943
141211,2/4/1943,CBI,22.466803,86.7107,21.85,96.06666667,1943
141223,2/5/1943,CBI,24.74444,84.951111,21.876687,95.996137,1943
141224,2/5/1943,CBI,22.466803,86.7107,21.876687,95.996137,1943
141234,2/7/1943,MTO,31.86805556,24.48472222,40.84,14.28,1943
141454,2/7/1943,MTO,30.31666667,32.3,38.19,15.57,1943
141459,2/28/1943,CBI,24.992222,102.74333299999999,24.433728,98.588649,1943
141494,2/8/1943,MTO,30.31666667,32.3,38.19,15.57,1943
141495,2/8/1943,CBI,24.74444,84.951111,16.769211,96.158739,1943
141496,2/8/1943,CBI,23.646067,87.347661,16.769211,96.158739,1943
141497,2/8/1943,CBI,23.08,87.32,16.769211,96.158739,1943
141498,2/8/1943,CBI,24.74444,84.951111,16.769211,96.158739,1943
141499,2/8/1943,CBI,23.08,87.32,16.907304999999997,96.133222,1943
141500,2/9/1943,MTO,31.86805556,24.48472222,35.34,25.17,1943
141510,2/9/1943,CBI,22.466803,86.7107,20.85,96.05,1943
141511,2/10/1943,MTO,31.86805556,24.48472222,38.13,13.36,1943
141512,8/28/1942,CBI,24.992222,102.74333299999999,24.151712,98.875415,1942
141513,1/15/1943,CBI,24.992222,102.74333299999999,24.25,97.23333333,1943
141529,2/10/1943,CBI,22.466803,86.7107,22.03333333,96.46666667,1943
141880,2/12/1943,CBI,23.646067,87.347661,21.876687,95.996137,1943
141881,2/12/1943,CBI,23.08,87.32,16.769211,96.158739,1943
141910,2/13/1943,MTO,30.31666667,32.3,40.84,14.28,1943
141911,2/13/1943,CBI,22.466803,86.7107,22.333333,95.75,1943
141912,2/13/1943,CBI,22.466803,86.7107,21.1,95.9333333,1943
142233,6/19/1944,PTO,-6.244444,155.38388899999998,-5.8666666670000005,155.2333333,1944
142258,2/14/1943,CBI,22.466803,86.7107,21.876687,95.996137,1943
142266,2/15/1943,MTO,31.86805556,24.48472222,33.63,10.18,1943
142271,2/15/1943,MTO,31.86805556,24.48472222,40.84,14.28,1943
142311,2/15/1943,CBI,24.74444,84.951111,21.876687,95.996137,1943
142713,2/18/1943,CBI,22.466803,86.7107,21.88333333,95.98333333,1943
142718,2/19/1943,MTO,32.669444,13.156667,33.85,10.12,1943
143042,2/19/1943,CBI,23.593889,87.22444399999999,21.88333333,95.98333333,1943
143046,2/20/1943,MTO,31.86805556,24.48472222,39.09,17.13,1943
143082,2/20/1943,MTO,32.096944,20.269444,40.84,14.28,1943
143083,2/20/1943,CBI,24.74444,84.951111,22.343056,96.85972199999999,1943
143084,2/20/1943,CBI,24.74444,84.951111,22.343056,96.85972199999999,1943
143086,2/21/1943,MTO,32.669444,13.156667,33.85,10.12,1943
143090,2/21/1943,MTO,32.669444,13.156667,33.85,10.12,1943
143099,2/22/1943,MTO,32.669444,13.156667,33.85,10.12,1943
143134,2/22/1943,CBI,24.74444,84.951111,16.769211,96.158739,1943
143135,2/22/1943,CBI,24.74444,84.951111,16.769211,96.158739,1943
143136,2/23/1943,MTO,32.669444,13.156667,33.59,10.31,1943
143138,2/23/1943,MTO,32.669444,13.156667,33.59,10.31,1943
143460,2/23/1943,MTO,32.096944,20.269444,38.19,15.57,1943
143479,2/23/1943,CBI,23.593889,87.22444399999999,22.343056,96.85972199999999,1943
143481,2/24/1943,MTO,32.669444,13.156667,33.59,10.31,1943
143483,2/24/1943,MTO,32.669444,13.156667,33.59,10.31,1943
143484,2/24/1943,MTO,32.096944,20.269444,40.84,14.28,1943
143491,2/24/1943,MTO,32.096944,20.269444,39.09,17.13,1943
143529,2/24/1943,CBI,23.593889,87.22444399999999,22.343056,96.85972199999999,1943
143530,2/24/1943,CBI,23.593889,87.22444399999999,21.1,95.9333333,1943
143531,2/25/1943,MTO,32.669444,13.156667,33.59,10.31,1943
143534,2/25/1943,MTO,32.669444,13.156667,33.59,10.31,1943
143771,6/20/1944,MTO,41.799444,12.597222,38.22,15.22,1944
143868,2/25/1943,CBI,24.74444,84.951111,21.876687,95.996137,1943
143874,2/26/1943,MTO,32.669444,13.156667,33.59,10.31,1943
143877,2/26/1943,MTO,32.669444,13.156667,33.59,10.31,1943
144247,2/27/1943,MTO,32.669444,13.156667,33.59,10.31,1943
144300,2/27/1943,CBI,24.74444,84.951111,16.849926,96.209541,1943
144301,2/27/1943,CBI,24.74444,84.951111,16.63333333,96.86666667,1943
144302,2/28/1943,MTO,32.669444,13.156667,33.59,10.31,1943
144304,9/27/1942,CBI,24.992222,102.74333299999999,24.433728,98.588649,1942
144308,2/10/1943,CBI,26.905278,112.627778,26.25,117.6167,1943
144333,2/28/1943,CBI,23.593889,87.22444399999999,20.85,96.05,1943
144334,3/1/1943,MTO,32.669444,13.156667,37.02,9.67,1943
144335,3/1/1943,MTO,32.096944,20.269444,38.27,16.3,1943
144640,3/1/1943,MTO,32.669444,13.156667,35.23,10.75,1943
144645,3/1/1943,MTO,32.096944,20.269444,40.84,14.28,1943
144646,3/1/1943,MTO,32.669444,13.156667,35.23,10.75,1943
144691,3/1/1943,MTO,32.096944,20.269444,40.84,14.28,1943
144694,3/2/1943,MTO,32.827131,11.621143,36.68,9.57,1943
144695,3/2/1943,MTO,32.827131,11.621143,37.02,9.67,1943
144718,3/2/1943,CBI,27.537778,95.269444,25.383611,97.351667,1943
144723,3/3/1943,MTO,32.827131,11.621143,36.73,9.18,1943
144724,3/3/1943,MTO,32.827131,11.621143,36.35,9.62,1943
144730,3/3/1943,MTO,32.096944,20.269444,38.19,15.57,1943
145048,3/3/1943,MTO,32.096944,20.269444,38.19,15.57,1943
145051,8/28/1942,CBI,24.992222,102.74333299999999,24.733333,98.916667,1942
145100,3/3/1943,MTO,32.096944,20.269444,40.84,14.28,1943
145101,3/3/1943,CBI,23.646067,87.347661,16.849926,96.209541,1943
145102,3/3/1943,CBI,23.08,87.32,16.769211,96.158739,1943
145103,3/3/1943,CBI,23.08,87.32,16.769211,96.158739,1943
145104,3/3/1943,CBI,22.466803,86.7107,22.03333333,96.46666667,1943
145106,3/4/1943,MTO,32.827131,11.621143,37.02,9.67,1943
145450,3/4/1943,CBI,22.466803,86.7107,19.38333333,95.18333333,1943
145517,3/6/1943,CBI,23.08,87.32,21.876687,95.996137,1943
145518,3/6/1943,CBI,24.74444,84.951111,16.769211,96.158739,1943
145519,3/6/1943,CBI,23.08,87.32,16.491389,97.625556,1943
145520,3/6/1943,CBI,24.74444,84.951111,15.2,97.76666667,1943
145534,3/7/1943,CBI,22.466803,86.7107,22.343056,96.85972199999999,1943
145888,3/8/1943,CBI,23.646067,87.347661,16.766667,94.716667,1943
145889,3/8/1943,CBI,22.466803,86.7107,21.876687,95.996137,1943
145890,3/8/1943,CBI,22.466803,86.7107,21.85,96.06666667,1943
145935,3/10/1943,CBI,24.74444,84.951111,16.849926,96.209541,1943
145936,3/10/1943,CBI,23.08,87.32,16.907304999999997,96.133222,1943
145937,3/10/1943,CBI,23.593889,87.22444399999999,22.343056,96.85972199999999,1943
146257,3/11/1943,CBI,23.593889,87.22444399999999,21.876687,95.996137,1943
146310,3/12/1943,CBI,23.08,87.32,16.849926,96.209541,1943
146649,3/13/1943,MTO,32.096944,20.269444,40.84,14.28,1943
146650,3/13/1943,MTO,32.096944,20.269444,40.84,14.28,1943
146651,3/13/1943,CBI,24.74444,84.951111,16.849926,96.209541,1943
146652,3/14/1943,MTO,32.827131,11.621143,33.67,10.3,1943
146659,3/14/1943,MTO,32.827131,11.621143,33.67,10.3,1943
146664,3/14/1943,CBI,22.466803,86.7107,22.343056,96.85972199999999,1943
146665,3/14/1943,CBI,23.08,87.32,16.491389,97.625556,1943
146681,3/15/1943,CBI,22.466803,86.7107,21.876687,95.996137,1943
146682,3/15/1943,CBI,22.466803,86.7107,22.343056,96.85972199999999,1943
146683,3/16/1943,MTO,32.827131,11.621143,33.63,10.17,1943
146699,3/16/1943,CBI,23.646067,87.347661,16.849926,96.209541,1943
146700,3/16/1943,CBI,22.466803,86.7107,21.876687,95.996137,1943
146703,3/17/1943,MTO,32.827131,11.621143,33.63,10.17,1943
146713,3/17/1943,CBI,23.593889,87.22444399999999,21.876687,95.996137,1943
147082,3/18/1943,MTO,32.096944,20.269444,40.84,14.28,1943
147083,3/18/1943,CBI,23.08,87.32,16.849926,96.209541,1943
147084,3/18/1943,CBI,22.466803,86.7107,21.876687,95.996137,1943
147085,3/18/1943,CBI,23.593889,87.22444399999999,21.85,96.06666667,1943
147094,3/19/1943,CBI,22.466803,86.7107,21.876687,95.996137,1943
147098,3/20/1943,MTO,32.827131,11.621143,33.63,10.17,1943
147099,3/20/1943,MTO,32.827131,11.621143,33.63,10.17,1943
147130,3/20/1943,MTO,32.096944,20.269444,40.84,14.28,1943
147137,3/20/1943,CBI,22.466803,86.7107,21.876687,95.996137,1943
147139,3/21/1943,MTO,32.827131,11.621143,33.75,9.33,1943
147440,3/21/1943,MTO,32.827131,11.621143,33.75,9.33,1943
147477,3/21/1943,CBI,23.08,87.32,22.343056,96.85972199999999,1943
147478,3/21/1943,CBI,23.646067,87.347661,21.876687,95.996137,1943
147479,3/22/1943,MTO,32.827131,11.621143,33.63,10.33,1943
147480,3/22/1943,MTO,32.827131,11.621143,33.63,10.33,1943
147849,3/22/1943,CBI,23.593889,87.22444399999999,22.343056,96.85972199999999,1943
147850,3/22/1943,CBI,22.466803,86.7107,22.343056,96.85972199999999,1943
147851,3/23/1943,MTO,32.096944,20.269444,38.19,15.57,1943
147852,3/23/1943,MTO,32.827131,11.621143,33.67,10.3,1943
147866,3/23/1943,MTO,32.827131,11.621143,33.67,10.3,1943
147928,3/23/1943,MTO,32.096944,20.269444,40.84,14.28,1943
147929,3/23/1943,CBI,23.593889,87.22444399999999,20.85,96.05,1943
148233,8/5/1945,PTO,-6.244444,155.38388899999998,-5.533333333,154.7166667,1945
148240,3/24/1943,MTO,32.827131,11.621143,33.67,10.3,1943
148241,3/24/1943,MTO,32.827131,11.621143,33.67,10.3,1943
148284,3/24/1943,CBI,23.08,87.32,21.876687,95.996137,1943
148285,3/24/1943,CBI,23.08,87.32,21.876687,95.996137,1943
148286,3/24/1943,CBI,22.466803,86.7107,22.03333333,96.46666667,1943
148287,3/24/1943,CBI,23.593889,87.22444399999999,20.91666667,95.83333333,1943
148288,3/24/1943,CBI,23.646067,87.347661,21.86666667,96.0,1943
148292,3/25/1943,MTO,32.827131,11.621143,33.75,9.33,1943
148293,3/25/1943,MTO,32.827131,11.621143,36.62,10.6,1943
148324,3/25/1943,CBI,22.466803,86.7107,22.03333333,96.46666667,1943
148327,3/26/1943,MTO,32.827131,11.621143,33.88,9.8,1943
148330,3/26/1943,CBI,23.646067,87.347661,16.769211,96.158739,1943
148331,3/26/1943,MTO,32.827131,11.621143,33.88,9.8,1943
148336,3/26/1943,MTO,32.827131,11.621143,33.63,10.17,1943
148337,3/26/1943,MTO,32.827131,11.621143,33.63,10.17,1943
148573,3/26/1943,CBI,23.08,87.32,16.907304999999997,96.133222,1943
148574,3/27/1943,CBI,23.08,87.32,16.769211,96.158739,1943
148626,3/29/1943,MTO,32.827131,11.621143,34.72,10.69,1943
148627,3/29/1943,MTO,32.827131,11.621143,34.72,10.69,1943
148628,3/29/1943,CBI,23.08,87.32,14.06666667,98.2,1943
148720,8/6/1945,PTO,-6.244444,155.38388899999998,-5.533333333,154.7166667,1945
148967,3/29/1943,CBI,22.466803,86.7107,19.38333333,95.18333333,1943
148969,3/30/1943,MTO,32.827131,11.621143,34.72,10.69,1943
148970,3/30/1943,MTO,32.827131,11.621143,34.72,10.69,1943
148974,3/30/1943,MTO,32.096944,20.269444,38.19,15.57,1943
149013,3/30/1943,CBI,23.593889,87.22444399999999,22.03333333,96.46666667,1943
149014,3/30/1943,CBI,22.466803,86.7107,22.03333333,96.46666667,1943
149018,3/31/1943,MTO,32.827131,11.621143,34.72,10.69,1943
149019,3/31/1943,MTO,32.827131,11.621143,34.72,10.69,1943
149020,3/31/1943,CBI,23.08,87.32,19.73333333,96.21666667,1943
149369,3/31/1943,CBI,22.466803,86.7107,19.73333333,96.21666667,1943
149371,4/1/1943,MTO,32.827131,11.621143,34.72,10.69,1943
149372,4/1/1943,MTO,32.827131,11.621143,34.72,10.69,1943
149375,4/1/1943,MTO,32.096944,20.269444,38.19,15.57,1943
149401,4/2/1943,MTO,32.827131,11.621143,34.72,10.69,1943
149500,8/9/1945,PTO,-6.244444,155.38388899999998,-5.533333333,154.7166667,1945
149740,4/2/1943,MTO,32.096944,20.269444,40.84,14.28,1943
149741,4/2/1943,MTO,32.096944,20.269444,38.13,13.36,1943
149743,4/3/1943,MTO,32.827131,11.621143,36.42,10.3,1943
149775,4/4/1943,MTO,33.354722,10.505278,39.14,8.31,1943
149782,4/4/1943,MTO,32.096944,20.269444,40.84,14.28,1943
149887,8/10/1945,PTO,-6.244444,155.38388899999998,-5.533333333,154.7166667,1945
150202,4/5/1943,MTO,33.354722,10.505278,37.9,12.54,1943
150589,4/5/1943,MTO,32.096944,20.269444,38.13,13.36,1943
150595,4/6/1943,MTO,33.354722,10.505278,38.2,15.59,1943
150596,4/6/1943,MTO,33.354722,10.505278,33.63,10.33,1943
150597,4/6/1943,MTO,32.096944,20.269444,38.19,15.57,1943
150864,4/7/1943,MTO,33.354722,10.505278,34.07,10.03,1943
150865,4/7/1943,MTO,33.354722,10.505278,34.07,10.03,1943
150918,4/7/1943,MTO,32.096944,20.269444,38.13,13.36,1943
150920,4/8/1943,MTO,33.354722,10.505278,34.0,0.02,1943
150921,4/8/1943,MTO,33.354722,10.505278,34.0,0.02,1943
150922,4/8/1943,MTO,33.354722,10.505278,34.0,0.02,1943
151223,4/10/1943,MTO,32.096944,20.269444,40.84,14.28,1943
151224,4/10/1943,MTO,33.354722,10.505278,36.42,10.3,1943
151235,4/10/1943,MTO,33.354722,10.505278,34.93,10.75,1943
151246,4/10/1943,MTO,33.354722,10.505278,36.08,10.45,1943
151537,4/11/1943,MTO,32.096944,20.269444,40.84,14.28,1943
151540,4/12/1943,MTO,33.354722,10.505278,34.93,10.75,1943
151541,4/12/1943,MTO,32.096944,20.269444,39.3,16.26,1943
151544,4/12/1943,MTO,32.096944,20.269444,40.84,14.28,1943
151545,4/12/1943,MTO,33.354722,10.505278,36.62,10.13,1943
151548,4/12/1943,MTO,32.096944,20.269444,38.73,16.17,1943
151549,4/12/1943,MTO,32.096944,20.269444,39.09,17.13,1943
151562,4/12/1943,MTO,33.354722,10.505278,36.62,10.13,1943
151789,4/13/1943,MTO,33.354722,10.505278,36.42,10.3,1943
151790,4/13/1943,MTO,33.354722,10.505278,36.42,10.3,1943
151816,4/13/1943,MTO,32.096944,20.269444,37.47,15.06,1943
151830,4/14/1943,MTO,33.354722,10.505278,36.42,10.3,1943
151835,4/14/1943,MTO,33.354722,10.505278,36.42,10.3,1943
151871,4/15/1943,MTO,32.096944,20.269444,37.47,15.06,1943
151878,4/15/1943,MTO,33.354722,10.505278,36.42,10.3,1943
151989,6/26/1944,MTO,42.495464,11.239383,44.0,11.0,1944
152003,6/26/1944,MTO,42.495464,11.239383,44.28,11.13,1944
152096,4/15/1943,MTO,32.096944,20.269444,38.13,13.36,1943
152102,4/16/1943,MTO,32.096944,20.269444,37.47,15.06,1943
152360,6/27/1944,MTO,42.495464,11.239383,44.5,11.35,1944
152418,4/16/1943,MTO,32.096944,20.269444,37.47,15.06,1943
152427,4/17/1943,MTO,32.096944,20.269444,37.47,15.06,1943
152581,6/27/1944,MTO,42.495464,11.239383,44.5,11.35,1944
152736,4/18/1943,MTO,32.096944,20.269444,37.47,15.06,1943
152737,4/18/1943,MTO,32.096944,20.269444,37.47,15.06,1943
152743,4/19/1943,MTO,34.717778,10.690833,36.69,10.84,1943
152744,4/19/1943,MTO,34.717778,10.690833,36.69,10.84,1943
152884,4/20/1943,PTO,-8.522991,179.197665,-0.5166666670000001,166.93333330000002,1943
152888,4/20/1943,PTO,-8.522991,179.197665,-0.5166666670000001,166.93333330000002,1943
152893,4/20/1943,MTO,34.717778,10.690833,36.01,10.17,1943
153190,4/22/1943,MTO,34.717778,10.690833,36.87,9.92,1943
153250,4/23/1943,MTO,34.717778,10.690833,36.71,10.45,1943
153550,4/25/1943,MTO,34.717778,10.690833,36.36,10.24,1943
153552,4/25/1943,MTO,34.717778,10.690833,36.36,10.24,1943
153821,4/26/1943,MTO,34.717778,10.690833,36.71,10.45,1943
153822,4/26/1943,MTO,32.096944,20.269444,41.14,16.77,1943
153823,4/26/1943,MTO,34.717778,10.690833,36.71,10.45,1943
154134,4/26/1943,MTO,32.096944,20.269444,41.14,16.85,1943
154135,4/26/1943,MTO,32.096944,20.269444,41.14,16.77,1943
154141,4/27/1943,MTO,34.717778,10.690833,37.14,10.81,1943
154409,4/28/1943,MTO,32.096944,20.269444,40.84,14.28,1943
154413,4/28/1943,MTO,34.717778,10.690833,37.3,11.7,1943
154461,4/28/1943,MTO,32.096944,20.269444,38.19,15.57,1943
154550,6/30/1944,MTO,42.495464,11.239383,44.0,9.67,1944
154556,6/30/1944,MTO,42.495464,11.239383,45.0,11.0,1944
154690,4/29/1943,MTO,34.717778,10.690833,37.14,10.81,1943
154732,4/30/1943,MTO,34.717778,10.690833,36.77,10.03,1943
154740,4/30/1943,MTO,32.096944,20.269444,38.19,15.57,1943
155006,5/1/1943,MTO,32.096944,20.269444,38.12,15.65,1943
155007,5/1/1943,MTO,32.096944,20.269444,38.12,15.65,1943
155043,5/4/1943,MTO,34.717778,10.690833,36.4,10.15,1943
155051,5/4/1943,MTO,34.717778,10.690833,36.4,10.15,1943
155155,7/1/1944,MTO,42.495464,11.239383,43.87,10.93,1944
155168,7/1/1944,ETO,41.501017,8.993486,44.0,0.67,1944
155336,5/4/1943,MTO,32.096944,20.269444,38.12,15.65,1943
155337,5/4/1943,MTO,32.096944,20.269444,38.12,15.65,1943
155352,5/5/1943,MTO,36.649608,10.121936,38.1,15.65,1943
155353,5/5/1943,MTO,36.649608,10.121936,38.1,15.65,1943
155356,5/5/1943,MTO,34.717778,10.690833,33.89,9.54,1943
155605,5/6/1943,MTO,32.096944,20.269444,38.12,15.65,1943
155606,5/6/1943,MTO,34.717778,10.690833,36.7,9.87,1943
155607,5/6/1943,MTO,34.717778,10.690833,36.7,9.87,1943
155688,7/2/1944,MTO,42.495464,11.239383,42.05,12.6,1944
155689,7/2/1944,MTO,42.495464,11.239383,43.72,10.95,1944
155690,7/2/1944,MTO,42.495464,11.239383,43.33,10.33,1944
155912,5/6/1943,MTO,32.096944,20.269444,38.12,15.65,1943
155931,5/7/1943,MTO,34.717778,10.690833,36.85,11.1,1943
155959,5/8/1943,MTO,34.717778,10.690833,36.75,12.0,1943
155960,5/8/1943,MTO,34.717778,10.690833,36.75,12.0,1943
155961,5/8/1943,MTO,34.717778,10.690833,36.75,12.0,1943
156233,5/9/1943,MTO,34.717778,10.690833,36.75,12.0,1943
156234,5/9/1943,MTO,34.717778,10.690833,36.75,12.0,1943
156236,5/9/1943,MTO,32.096944,20.269444,38.19,15.57,1943
156242,5/9/1943,MTO,36.649608,10.121936,38.1,13.33,1943
156337,7/3/1944,MTO,42.495464,11.239383,44.33,11.0,1944
156551,5/9/1943,MTO,32.096944,20.269444,38.19,15.57,1943
156557,5/10/1943,MTO,34.717778,10.690833,36.75,12.0,1943
156558,5/10/1943,MTO,34.717778,10.690833,36.75,12.0,1943
156857,5/11/1943,MTO,32.096944,20.269444,37.47,15.06,1943
156865,5/11/1943,MTO,34.717778,10.690833,37.79,12.44,1943
157125,5/11/1943,MTO,32.096944,20.269444,37.47,15.06,1943
157158,5/12/1943,MTO,34.717778,10.690833,36.3,10.46,1943
157394,5/13/1943,MTO,32.096944,20.269444,37.23,15.22,1943
157405,5/13/1943,MTO,36.649608,10.121936,38.18,15.57,1943
157406,5/13/1943,MTO,36.649608,10.121936,38.18,15.57,1943
157510,7/5/1944,MTO,42.495464,11.239383,43.85,10.52,1944
157541,7/5/1944,MTO,42.495464,11.239383,44.87,10.05,1944
157754,5/13/1943,MTO,32.096944,20.269444,37.23,15.22,1943
158151,7/6/1944,MTO,42.495464,11.239383,44.87,10.27,1944
159109,5/20/1943,MTO,36.649608,10.121936,38.18,15.57,1943
159110,5/20/1943,MTO,36.649608,10.121936,38.1,15.65,1943
159147,5/21/1943,MTO,32.096944,20.269444,41.24,15.8,1943
159464,5/21/1943,MTO,32.096944,20.269444,38.12,15.65,1943
159465,5/21/1943,MTO,32.096944,20.269444,41.24,15.8,1943
159480,5/22/1943,MTO,36.649608,10.121936,38.22,15.22,1943
159681,5/22/1943,MTO,36.649608,10.121936,38.22,15.22,1943
159738,5/24/1943,MTO,32.096944,20.269444,38.12,15.65,1943
159771,5/24/1943,MTO,32.096944,20.269444,38.12,15.65,1943
159772,5/24/1943,MTO,32.096944,20.269444,41.24,15.8,1943
159777,5/25/1943,MTO,32.096944,20.269444,38.19,15.57,1943
159981,5/25/1943,MTO,34.717778,10.690833,36.75,0.02,1943
160045,5/25/1943,MTO,32.096944,20.269444,38.19,15.57,1943
160046,5/25/1943,MTO,32.096944,20.269444,38.19,15.57,1943
160048,5/26/1943,PTO,-8.522991,179.197665,0.55,173.8833333,1943
160068,5/27/1943,MTO,36.649608,10.121936,37.22,15.22,1943
160069,5/27/1943,MTO,36.649608,10.121936,37.22,15.22,1943
160363,5/28/1943,MTO,32.096944,20.269444,41.43,15.54,1943
160364,5/28/1943,MTO,32.096944,20.269444,41.43,15.54,1943
160741,1/21/1945,MTO,43.658,10.618247,45.43,11.0,1945
160895,5/30/1943,MTO,32.096944,20.269444,41.43,15.54,1943
160896,5/30/1943,MTO,32.096944,20.269444,41.43,15.54,1943
160902,5/30/1943,MTO,36.649608,10.121936,37.22,15.22,1943
160946,5/30/1943,MTO,32.096944,20.269444,41.43,15.54,1943
160955,5/31/1943,MTO,36.649608,10.121936,37.22,15.22,1943
160956,5/31/1943,MTO,36.649608,10.121936,37.22,15.22,1943
161242,6/4/1943,MTO,32.096944,20.269444,40.52,17.4,1943
161248,6/4/1943,MTO,36.649608,10.121936,37.47,15.06,1943
161249,6/4/1943,MTO,36.649608,10.121936,37.47,15.06,1943
161250,6/4/1943,MTO,36.649608,10.121936,37.47,15.06,1943
161493,6/4/1943,MTO,32.096944,20.269444,40.52,17.4,1943
161494,6/4/1943,MTO,32.096944,20.269444,40.52,17.4,1943
161526,6/5/1943,MTO,32.096944,20.269444,38.19,15.57,1943
161530,6/6/1943,MTO,32.096944,20.269444,41.24,15.8,1943
161531,6/6/1943,MTO,32.096944,20.269444,38.12,15.65,1943
161574,6/7/1943,MTO,36.692278,10.8359,36.75,12.0,1943
161782,6/7/1943,MTO,36.649608,10.121936,38.18,15.57,1943
161783,6/7/1943,MTO,36.649608,10.121936,38.18,15.57,1943
161784,6/7/1943,MTO,36.649608,10.121936,38.18,15.57,1943
161852,6/8/1943,MTO,36.692278,10.8359,36.75,12.0,1943
162099,6/9/1943,MTO,32.096944,20.269444,37.46,14.87,1943
162100,6/9/1943,MTO,36.692278,10.8359,36.75,12.0,1943
